"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition","SequenceNumber"
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","AcknowledgementID","cbrn:AcknowledgementID","0","unbounded","",1
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","AcknowledgementDateTime","cbrn:AcknowledgementDateTime","0","unbounded","",2
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","UserName","cbrn:UserName","0","unbounded","",3
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","AcknowledgingAgency","cbrn:AcknowledgingAgency","0","unbounded","",4
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","AcknowledgingActivityName","cbrn:AcknowledgingActivityName","0","unbounded","",5
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","ScanIdentifierData","cbrn:ScanIdentifierData","0","unbounded","",6
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","CredentialsAuthenticatedCode","cbrn:CredentialsAuthenticatedCode","0","unbounded","",7
"cbrn","AcknowledgementDataType","cbrn:AcknowledgementDataType","cbrn","TraversalOperatingModeCode","cbrn:TraversalOperatingModeCode","0","unbounded","",8
"cbrn","AcknowledgingAgencyType","cbrn:AcknowledgingAgencyType","cbrn","AcknowledgingAgencyCode","cbrn:AcknowledgingAgencyCode","0","unbounded","",9
"cbrn","AcknowledgingAgencyType","cbrn:AcknowledgingAgencyType","nc","OrganizationIdentification","nc:OrganizationIdentification","0","unbounded","",10
"cbrn","AcknowledgingAgencyType","cbrn:AcknowledgingAgencyType","nc","OrganizationName","nc:OrganizationName","0","unbounded","",11
"j","ActivityArrestAssociationType","j:ActivityArrestAssociationType","nc","Activity","nc:Activity","0","unbounded","",10
"j","ActivityArrestAssociationType","j:ActivityArrestAssociationType","j","Arrest","j:Arrest","0","unbounded","",20
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityDocumentServer","j:ActivityDocumentServer","0","unbounded","",10
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityDocumentValidator","j:ActivityDocumentValidator","0","unbounded","",20
"j","ActivityAugmentationType","j:ActivityAugmentationType","j","ActivityOfficial","j:ActivityOfficial","0","unbounded","",30
"ansi-nist","ActivityAugmentationType","ansi-nist:ActivityAugmentationType","ansi-nist","ActivityAgencyNotificationIndicator","ansi-nist:ActivityAgencyNotificationIndicator","0","unbounded","",2470
"ansi-nist","ActivityAugmentationType","ansi-nist:ActivityAugmentationType","ansi-nist","ActivityApprovalDate","ansi-nist:ActivityApprovalDate","0","unbounded","",2480
"ansi-nist","ActivityAugmentationType","ansi-nist:ActivityAugmentationType","ansi-nist","ActivityEndTimeZoneCode","ansi-nist:ActivityEndTimeZoneCode","0","unbounded","",2490
"ansi-nist","ActivityAugmentationType","ansi-nist:ActivityAugmentationType","ansi-nist","ActivityTimeZoneCode","ansi-nist:ActivityTimeZoneCode","0","unbounded","",2500
"j","ActivityCaseAssociationType","j:ActivityCaseAssociationType","nc","Activity","nc:Activity","0","unbounded","",30
"j","ActivityCaseAssociationType","j:ActivityCaseAssociationType","nc","Case","nc:Case","0","unbounded","",40
"j","ActivityChargeAssociationType","j:ActivityChargeAssociationType","nc","Activity","nc:Activity","0","unbounded","",50
"j","ActivityChargeAssociationType","j:ActivityChargeAssociationType","j","Charge","j:Charge","0","unbounded","",60
"j","ActivityCommunityServiceAssociationType","j:ActivityCommunityServiceAssociationType","nc","Activity","nc:Activity","0","unbounded","",70
"j","ActivityCommunityServiceAssociationType","j:ActivityCommunityServiceAssociationType","j","CommunityService","j:CommunityService","0","unbounded","",80
"j","ActivityContactInformationAssociationType","j:ActivityContactInformationAssociationType","nc","Activity","nc:Activity","0","unbounded","",90
"j","ActivityContactInformationAssociationType","j:ActivityContactInformationAssociationType","nc","ContactInformation","nc:ContactInformation","0","unbounded","",100
"j","ActivityContactInformationAssociationType","j:ActivityContactInformationAssociationType","nc","Person","nc:Person","0","unbounded","",110
"nc","ActivityConveyanceAssociationType","nc:ActivityConveyanceAssociationType","nc","Activity","nc:Activity","0","unbounded","",10
"nc","ActivityConveyanceAssociationType","nc:ActivityConveyanceAssociationType","nc","Conveyance","nc:Conveyance","0","unbounded","",20
"j","ActivityCounselingAssociationType","j:ActivityCounselingAssociationType","nc","Activity","nc:Activity","0","unbounded","",120
"j","ActivityCounselingAssociationType","j:ActivityCounselingAssociationType","j","Counseling","j:Counseling","0","unbounded","",130
"j","ActivityCourtAssociationType","j:ActivityCourtAssociationType","nc","Activity","nc:Activity","0","unbounded","",140
"j","ActivityCourtAssociationType","j:ActivityCourtAssociationType","j","Court","j:Court","0","unbounded","",150
"j","ActivityCourtOrderAssociationType","j:ActivityCourtOrderAssociationType","nc","Activity","nc:Activity","0","unbounded","",160
"j","ActivityCourtOrderAssociationType","j:ActivityCourtOrderAssociationType","j","CourtOrder","j:CourtOrder","0","unbounded","",170
"j","ActivityCourtOrderAssociationType","j:ActivityCourtOrderAssociationType","j","Subject","j:Subject","0","unbounded","",180
"j","ActivityCriminalOrganizationAssociationType","j:ActivityCriminalOrganizationAssociationType","nc","Activity","nc:Activity","0","unbounded","",190
"j","ActivityCriminalOrganizationAssociationType","j:ActivityCriminalOrganizationAssociationType","j","CriminalOrganization","j:CriminalOrganization","0","unbounded","",200
"j","ActivityCustodyTransferAssociationType","j:ActivityCustodyTransferAssociationType","nc","Activity","nc:Activity","0","unbounded","",210
"j","ActivityCustodyTransferAssociationType","j:ActivityCustodyTransferAssociationType","j","CustodyTransfer","j:CustodyTransfer","0","unbounded","",220
"j","ActivityCustodyTransferAssociationType","j:ActivityCustodyTransferAssociationType","j","Subject","j:Subject","0","unbounded","",230
"nc","ActivityDocumentAssociationType","nc:ActivityDocumentAssociationType","nc","Activity","nc:Activity","0","unbounded",,1300
"nc","ActivityDocumentAssociationType","nc:ActivityDocumentAssociationType","nc","Document","nc:Document","0","unbounded",,1310
"j","ActivityDriverLicenseAssociationType","j:ActivityDriverLicenseAssociationType","nc","Activity","nc:Activity","0","unbounded","",240
"j","ActivityDriverLicenseAssociationType","j:ActivityDriverLicenseAssociationType","nc","DriverLicense","nc:DriverLicense","0","unbounded","",250
"j","ActivityDriverLicenseAssociationType","j:ActivityDriverLicenseAssociationType","nc","Person","nc:Person","0","unbounded","",260
"j","ActivityEmployeeAssociationType","j:ActivityEmployeeAssociationType","nc","Activity","nc:Activity","0","unbounded","",270
"j","ActivityEmployeeAssociationType","j:ActivityEmployeeAssociationType","nc","Employee","nc:Employee","0","unbounded","",280
"j","ActivityEvidenceAssociationType","j:ActivityEvidenceAssociationType","nc","Activity","nc:Activity","0","unbounded","",290
"j","ActivityEvidenceAssociationType","j:ActivityEvidenceAssociationType","j","Evidence","j:Evidence","0","unbounded","",300
"j","ActivityFacilityAssociationType","j:ActivityFacilityAssociationType","nc","Activity","nc:Activity","0","unbounded","",310
"j","ActivityFacilityAssociationType","j:ActivityFacilityAssociationType","nc","Facility","nc:Facility","0","unbounded","",320
"j","ActivityFeeAssociationType","j:ActivityFeeAssociationType","nc","Activity","nc:Activity","0","unbounded","",330
"j","ActivityFeeAssociationType","j:ActivityFeeAssociationType","nc","Fee","nc:Fee","0","unbounded","",340
"j","ActivityForceAssociationType","j:ActivityForceAssociationType","nc","Activity","nc:Activity","0","unbounded","",350
"j","ActivityForceAssociationType","j:ActivityForceAssociationType","j","Force","j:Force","0","unbounded","",360
"j","ActivityIncidentAssociationType","j:ActivityIncidentAssociationType","nc","Activity","nc:Activity","0","unbounded","",370
"j","ActivityIncidentAssociationType","j:ActivityIncidentAssociationType","nc","Incident","nc:Incident","0","unbounded","",380
"m","ActivityInvolvedConveyanceAssociationType","m:ActivityInvolvedConveyanceAssociationType","m","ActivityConveyanceInvolvementText","m:ActivityConveyanceInvolvementText","0","unbounded","",1
"fs","ActivityInvolvedPersonAssociationType","fs:ActivityInvolvedPersonAssociationType","fs","SignatureRequiredIndicator","fs:SignatureRequiredIndicator","0","unbounded","",1
"nc","ActivityInvolvedPersonAssociationType","nc:ActivityInvolvedPersonAssociationType","nc","PersonActivityInvolvementText","nc:PersonActivityInvolvementText","0","unbounded",,280
"nc","ActivityItemAssociationType","nc:ActivityItemAssociationType","nc","Activity","nc:Activity","0","unbounded","",4020
"nc","ActivityItemAssociationType","nc:ActivityItemAssociationType","nc","Item","nc:Item","0","unbounded","",4030
"j","ActivityJudgeAssociationType","j:ActivityJudgeAssociationType","nc","Activity","nc:Activity","0","unbounded","",390
"j","ActivityJudgeAssociationType","j:ActivityJudgeAssociationType","j","Judge","j:Judge","0","unbounded","",400
"j","ActivityJurisdictionAssociationType","j:ActivityJurisdictionAssociationType","nc","Activity","nc:Activity","0","unbounded","",410
"j","ActivityJurisdictionAssociationType","j:ActivityJurisdictionAssociationType","nc","Jurisdiction","nc:Jurisdiction","0","unbounded","",420
"j","ActivityLocationAssociationType","j:ActivityLocationAssociationType","nc","Activity","nc:Activity","0","unbounded","",430
"j","ActivityLocationAssociationType","j:ActivityLocationAssociationType","nc","Location","nc:Location","0","unbounded","",440
"j","ActivityObligationAssociationType","j:ActivityObligationAssociationType","nc","Activity","nc:Activity","0","unbounded","",450
"j","ActivityObligationAssociationType","j:ActivityObligationAssociationType","nc","Obligation","nc:Obligation","0","unbounded","",460
"nc","ActivityOrganizationAssociationType","nc:ActivityOrganizationAssociationType","nc","Activity","nc:Activity","0","unbounded",,1340
"nc","ActivityOrganizationAssociationType","nc:ActivityOrganizationAssociationType","nc","Organization","nc:Organization","0","unbounded",,1350
"nc","ActivityPersonAssociationType","nc:ActivityPersonAssociationType","nc","Activity","nc:Activity","0","unbounded",,1320
"nc","ActivityPersonAssociationType","nc:ActivityPersonAssociationType","nc","Person","nc:Person","0","unbounded",,1330
"scr","ActivityProcessClassificationType","scr:ActivityProcessClassificationType","scr","ActivityProcessCategoryCode","scr:ActivityProcessCategoryCode","0","unbounded",,1530
"scr","ActivityProcessClassificationType","scr:ActivityProcessClassificationType","scr","ActivityProcessDescriptionText","scr:ActivityProcessDescriptionText","0","unbounded",,1540
"j","ActivityProgramAssociationType","j:ActivityProgramAssociationType","nc","Activity","nc:Activity","0","unbounded","",470
"j","ActivityProgramAssociationType","j:ActivityProgramAssociationType","nc","Program","nc:Program","0","unbounded","",480
"j","ActivityReferralAssociationType","j:ActivityReferralAssociationType","nc","Activity","nc:Activity","0","unbounded","",490
"j","ActivityReferralAssociationType","j:ActivityReferralAssociationType","nc","Referral","nc:Referral","0","unbounded","",500
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Activity","nc:Activity","0","unbounded","",510
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Release","nc:Release","0","unbounded","",520
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Facility","nc:Facility","0","unbounded","",530
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Organization","nc:Organization","0","unbounded","",540
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","j","Subject","j:Subject","0","unbounded","",550
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","j","ActivityOfficial","j:ActivityOfficial","0","unbounded","",560
"scr","ActivityRequestClassificationType","scr:ActivityRequestClassificationType","scr","ActivityRequestCategoryCode","scr:ActivityRequestCategoryCode","0","unbounded",,1550
"scr","ActivityRequestClassificationType","scr:ActivityRequestClassificationType","scr","ActivityRequestDescriptionText","scr:ActivityRequestDescriptionText","0","unbounded",,1560
"scr","ActivityResponseClassificationType","scr:ActivityResponseClassificationType","scr","ActivityResponseCategoryCode","scr:ActivityResponseCategoryCode","0","unbounded",,1570
"scr","ActivityResponseClassificationType","scr:ActivityResponseClassificationType","scr","ActivityResponseDescriptionText","scr:ActivityResponseDescriptionText","0","unbounded",,1580
"scr","ActivityResultsClassificationType","scr:ActivityResultsClassificationType","scr","ActivityResultsCategoryCode","scr:ActivityResultsCategoryCode","0","unbounded",,1590
"scr","ActivityResultsClassificationType","scr:ActivityResultsClassificationType","scr","ActivityResultsDescriptionText","scr:ActivityResultsDescriptionText","0","unbounded",,1600
"j","ActivitySanctionAssociationType","j:ActivitySanctionAssociationType","nc","Activity","nc:Activity","0","unbounded","",570
"j","ActivitySanctionAssociationType","j:ActivitySanctionAssociationType","j","Sanction","j:Sanction","0","unbounded","",580
"nc","ActivityScheduleAssociationType","nc:ActivityScheduleAssociationType","nc","Activity","nc:Activity","0","unbounded",,10
"nc","ActivityScheduleAssociationType","nc:ActivityScheduleAssociationType","nc","ScheduleDay","nc:ScheduleDay","0","unbounded",,20
"j","ActivityServiceCallAssociationType","j:ActivityServiceCallAssociationType","nc","Activity","nc:Activity","0","unbounded","",590
"j","ActivityServiceCallAssociationType","j:ActivityServiceCallAssociationType","j","ServiceCall","j:ServiceCall","0","unbounded","",600
"j","ActivitySubjectAssociationType","j:ActivitySubjectAssociationType","nc","Activity","nc:Activity","0","unbounded","",610
"j","ActivitySubjectAssociationType","j:ActivitySubjectAssociationType","j","Subject","j:Subject","0","unbounded","",620
"j","ActivityType","j:ActivityType","j","ActivityAugmentation","j:ActivityAugmentation","0","unbounded","",10
"nc","ActivityType","nc:ActivityType","nc","ActivityIdentification","nc:ActivityIdentification","0","unbounded",,10
"nc","ActivityType","nc:ActivityType","nc","ActivityCategoryText","nc:ActivityCategoryText","0","unbounded",,20
"nc","ActivityType","nc:ActivityType","nc","ActivityDateRepresentation","nc:ActivityDateRepresentation","0","unbounded","",25
"nc","ActivityType","nc:ActivityType","nc","ActivityDescriptionText","nc:ActivityDescriptionText","0","unbounded",,30
"nc","ActivityType","nc:ActivityType","nc","ActivityName","nc:ActivityName","0","unbounded","",35
"nc","ActivityType","nc:ActivityType","nc","ActivityStatus","nc:ActivityStatus","0","unbounded",,80
"nc","ActivityType","nc:ActivityType","nc","ActivityReasonText","nc:ActivityReasonText","0","unbounded",,90
"nc","ActivityType","nc:ActivityType","nc","ActivityDisposition","nc:ActivityDisposition","0","unbounded",,150
"j","ActivityUnitAssociationType","j:ActivityUnitAssociationType","nc","Activity","nc:Activity","0","unbounded","",630
"j","ActivityUnitAssociationType","j:ActivityUnitAssociationType","j","EnforcementOfficialUnit","j:EnforcementOfficialUnit","0","unbounded","",640
"j","ActivityVictimAssociationType","j:ActivityVictimAssociationType","nc","Activity","nc:Activity","0","unbounded","",650
"j","ActivityVictimAssociationType","j:ActivityVictimAssociationType","j","Victim","j:Victim","0","unbounded","",660
"j","ActivityWarrantAssociationType","j:ActivityWarrantAssociationType","nc","Activity","nc:Activity","0","unbounded","",670
"j","ActivityWarrantAssociationType","j:ActivityWarrantAssociationType","j","Warrant","j:Warrant","0","unbounded","",680
"j","ActivityWarrantAssociationType","j:ActivityWarrantAssociationType","j","Subject","j:Subject","0","unbounded","",690
"j","ActivityWitnessAssociationType","j:ActivityWitnessAssociationType","nc","Activity","nc:Activity","0","unbounded","",700
"j","ActivityWitnessAssociationType","j:ActivityWitnessAssociationType","j","Witness","j:Witness","0","unbounded","",710
"it","AdditionalDocumentAugmentationType","it:AdditionalDocumentAugmentationType","it","AdditionalDocumentName","it:AdditionalDocumentName","0","unbounded","",1
"it","AdditionalDocumentAugmentationType","it:AdditionalDocumentAugmentationType","it","AdditionalDocumentRefNumber","it:AdditionalDocumentRefNumber","0","unbounded","",2
"it","AdditionalDocumentAugmentationType","it:AdditionalDocumentAugmentationType","it","AdditionalDocumentCategory","it:AdditionalDocumentCategory","0","unbounded","",3
"it","AdditionalDocumentAugmentationType","it:AdditionalDocumentAugmentationType","nc","Address","nc:Address","0","unbounded","",4
"it","AdditionalDocumentIssuingPlaceType","it:AdditionalDocumentIssuingPlaceType","it","AdditionalDocumentIssuingPlaceAugmentation","it:AdditionalDocumentIssuingPlaceAugmentation","0","unbounded","",10
"it","AdditionalDocumentType","it:AdditionalDocumentType","it","AdditionalDocumentAugmentation","it:AdditionalDocumentAugmentation","0","unbounded","",10
"it","AdditionalInformationAugmentationType","it:AdditionalInformationAugmentationType","it","AdditionalStatementDescriptionText","it:AdditionalStatementDescriptionText","0","unbounded","",5
"it","AdditionalInformationAugmentationType","it:AdditionalInformationAugmentationType","it","AdditionalStatementCategoryCodeText","it:AdditionalStatementCategoryCodeText","0","unbounded","",6
"it","AdditionalInformationAugmentationType","it:AdditionalInformationAugmentationType","it","InspectionRequestDate","it:InspectionRequestDate","0","unbounded","",7
"it","AdditionalInformationAugmentationType","it:AdditionalInformationAugmentationType","it","CertificateContentText","it:CertificateContentText","0","unbounded","",8
"it","AdditionalInformationAugmentationType","it:AdditionalInformationAugmentationType","scr","CountrySubdivisionName","scr:CountrySubdivisionName","0","unbounded","",9
"it","AdditionalInformationAugmentationType","it:AdditionalInformationAugmentationType","scr","CountrySubdivisionCategoryCode","scr:CountrySubdivisionCategoryCode","0","unbounded","",10
"it","AdditionalInformationType","it:AdditionalInformationType","it","AdditionalInformationAugmentation","it:AdditionalInformationAugmentation","0","unbounded","",10
"fs","AddressAugmentationType","fs:AddressAugmentationType","nc","DateRange","nc:DateRange","0","unbounded","",1
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","AddressIdentification","scr:AddressIdentification","0","unbounded",,10
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","AddressClassification","scr:AddressClassification","0","unbounded",,20
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","INSLookoutIndicator","scr:INSLookoutIndicator","0","unbounded",,30
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountryNameID","scr:CountryNameID","0","unbounded",,40
"it","AddressAugmentationType","it:AddressAugmentationType","it","LocationCountrySubEntityName","it:LocationCountrySubEntityName","0","unbounded",,40
"it","AddressAugmentationType","it:AddressAugmentationType","it","LocationCountrySubEntityIdentification","it:LocationCountrySubEntityIdentification","0","unbounded",,50
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountryNameBeginDate","scr:CountryNameBeginDate","0","unbounded",,50
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountryNameEndDate","scr:CountryNameEndDate","0","unbounded",,60
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionID","scr:CountrySubdivisionID","0","unbounded",,70
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionNameID","scr:CountrySubdivisionNameID","0","unbounded",,80
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionNameBeginDate","scr:CountrySubdivisionNameBeginDate","0","unbounded",,90
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionNameEndDate","scr:CountrySubdivisionNameEndDate","0","unbounded",,100
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionName","scr:CountrySubdivisionName","0","unbounded",,110
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionCategoryCode","scr:CountrySubdivisionCategoryCode","0","unbounded",,120
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionCategoryDescriptionText","scr:CountrySubdivisionCategoryDescriptionText","0","unbounded",,130
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","ElectronicAddress","scr:ElectronicAddress","0","unbounded",,140
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationBlockGroupText","scr:LocationBlockGroupText","0","unbounded",,150
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationCarrierRouteText","scr:LocationCarrierRouteText","0","unbounded",,160
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationTractText","scr:LocationTractText","0","unbounded",,170
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationBuildingUnitName","scr:LocationBuildingUnitName","0","unbounded",,180
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationBuildingUnitNumberText","scr:LocationBuildingUnitNumberText","0","unbounded",,190
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationElement","scr:LocationElement","0","unbounded",,200
"scr","AddressClassificationType","scr:AddressClassificationType","scr","AddressClassificationCategoryCode","scr:AddressClassificationCategoryCode","0","unbounded",,210
"scr","AddressClassificationType","scr:AddressClassificationType","scr","AddressClassificationCategoryDescriptionText","scr:AddressClassificationCategoryDescriptionText","0","unbounded",,220
"nc","AddressGridType","nc:AddressGridType","nc","AddressGridID","nc:AddressGridID","0","unbounded",,10
"nc","AddressGridType","nc:AddressGridType","nc","AddressGridText","nc:AddressGridText","0","unbounded",,20
"it","AddressType","it:AddressType","it","AddressAugmentation","it:AddressAugmentation","0","unbounded","",10
"scr","AddressType","scr:AddressType","scr","AddressAugmentation","scr:AddressAugmentation","0","unbounded","",10
"fs","AddressType","fs:AddressType","fs","AddressAugmentation","fs:AddressAugmentation","0","unbounded","",10
"nc","AddressType","nc:AddressType","nc","AddressRepresentation","nc:AddressRepresentation","0","unbounded","",10
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","AdoptionCityName","scr:AdoptionCityName","0","unbounded",,240
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","AdoptionEffectiveDate","scr:AdoptionEffectiveDate","0","unbounded",,250
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","FinalAdoptionDecreeIndicator","scr:FinalAdoptionDecreeIndicator","0","unbounded",,260
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","ResidenceSameAsParentsIndicator","scr:ResidenceSameAsParentsIndicator","0","unbounded",,270
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","SubjectCategoryCode","intel:SubjectCategoryCode","0","unbounded",,160
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","FBIECRCode","intel:FBIECRCode","0","unbounded",,170
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","StateINACode","intel:StateINACode","0","unbounded",,180
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","AgencyInterestOtherCategory","intel:AgencyInterestOtherCategory","0","unbounded",,190
"intel","AgencyInterestOtherCategoryType","intel:AgencyInterestOtherCategoryType","intel","AgencyInterestCategoryText","intel:AgencyInterestCategoryText","0","unbounded",,200
"intel","AgencyInterestOtherCategoryType","intel:AgencyInterestOtherCategoryType","intel","AgencyInterestCategoryCode","intel:AgencyInterestCategoryCode","0","unbounded",,210
"intel","AgencyInterestOtherCategoryType","intel:AgencyInterestOtherCategoryType","intel","AgencyInterestCategoryDescriptionText","intel:AgencyInterestCategoryDescriptionText","0","unbounded",,220
"intel","AgencySubjectHandlingType","intel:AgencySubjectHandlingType","intel","AgencySubjectHandlingFBICode","intel:AgencySubjectHandlingFBICode","0","unbounded",,240
"intel","AgencySubjectHandlingType","intel:AgencySubjectHandlingType","intel","SubjectHandling","intel:SubjectHandling","0","unbounded",,250
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","AgencyName","intel:AgencyName","0","unbounded",,140
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","AgencyInterestCategory","intel:AgencyInterestCategory","0","unbounded",,150
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","AgencySubjectHandling","intel:AgencySubjectHandling","0","unbounded",,230
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","SubjectReasonOnListText","intel:SubjectReasonOnListText","0","unbounded",,290
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","SubjectCautionInformation","intel:SubjectCautionInformation","0","unbounded",,300
"scr","AgentAssociationType","scr:AgentAssociationType","scr","AgentPerson","scr:AgentPerson","0","unbounded",,1740
"scr","AgentAssociationType","scr:AgentAssociationType","scr","AgentPersonRole","scr:AgentPersonRole","0","unbounded",,1750
"it","AgentType","it:AgentType","it","AgentIdentification","it:AgentIdentification","0","unbounded","",110
"it","AgentType","it:AgentType","it","AgentQualityAssuranceIndicator","it:AgentQualityAssuranceIndicator","0","unbounded","",120
"it","AgentType","it:AgentType","it","AgentStatusCodeText","it:AgentStatusCodeText","0","unbounded","",130
"it","AgentType","it:AgentType","it","AgentStatusText","it:AgentStatusText","0","unbounded","",140
"it","AgentType","it:AgentType","it","AgentAuthorizationCodeText","it:AgentAuthorizationCodeText","0","unbounded","",150
"it","AgentType","it:AgentType","it","RoleOfParty","it:RoleOfParty","0","unbounded","",160
"nc","AircraftType","nc:AircraftType","nc","AircraftTailID","nc:AircraftTailID","0","unbounded",,10
"nc","AircraftType","nc:AircraftType","nc","AircraftMakeCode","nc:AircraftMakeCode","0","unbounded",,20
"nc","AircraftType","nc:AircraftType","nc","AircraftModelCode","nc:AircraftModelCode","0","unbounded",,30
"nc","AircraftType","nc:AircraftType","nc","AircraftStyleCode","nc:AircraftStyleCode","0","unbounded",,50
"nc","AircraftType","nc:AircraftType","nc","AircraftFuselageColor","nc:AircraftFuselageColor","0","unbounded",,60
"nc","AircraftType","nc:AircraftType","nc","AircraftWingColor","nc:AircraftWingColor","0","unbounded",,80
"nc","AircraftType","nc:AircraftType","nc","AircraftBaseAirport","nc:AircraftBaseAirport","0","unbounded","",130
"em","AlarmConfirmationType","em:AlarmConfirmationType","em","AlarmConfirmationMethodDescriptionText","em:AlarmConfirmationMethodDescriptionText","0","unbounded","",42
"em","AlarmConfirmationType","em:AlarmConfirmationType","em","AlarmConfirmationCallPrivacyBypassPasscodeText","em:AlarmConfirmationCallPrivacyBypassPasscodeText","0","unbounded","",43
"em","AlarmConfirmationType","em:AlarmConfirmationType","em","AlarmConfirmationCallToPremisesIndicator","em:AlarmConfirmationCallToPremisesIndicator","0","unbounded","",44
"em","AlarmConfirmationType","em:AlarmConfirmationType","em","AlarmConfirmationCallToPremisesResultsDescriptionText","em:AlarmConfirmationCallToPremisesResultsDescriptionText","0","unbounded","",45
"em","AlarmEventLocationAugmentationType","em:AlarmEventLocationAugmentationType","em","LocationDirectionsText","em:LocationDirectionsText","0","unbounded","",1
"em","AlarmEventLocationAugmentationType","em:AlarmEventLocationAugmentationType","em","LocationInformationText","em:LocationInformationText","0","unbounded","",2
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCategory","em:AlarmEventCategory","0","unbounded","",1
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCallBackTelephoneNumber","em:AlarmEventCallBackTelephoneNumber","0","unbounded","",2
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventLocationCategory","em:AlarmEventLocationCategory","0","unbounded","",3
"em","AlarmEventType","em:AlarmEventType","em","AlarmAudibleIndicator","em:AlarmAudibleIndicator","0","unbounded","",4
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventDetailsText","em:AlarmEventDetailsText","0","unbounded","",5
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventRequestorReceiveDate","em:AlarmEventRequestorReceiveDate","0","unbounded","",6
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCallPrivacyBypassCode","em:AlarmEventCallPrivacyBypassCode","0","unbounded","",7
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCallToPremisesIndicator","em:AlarmEventCallToPremisesIndicator","0","unbounded","",8
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventPermit","em:AlarmEventPermit","0","unbounded","",9
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventResponseAction","em:AlarmEventResponseAction","0","unbounded","",10
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventDispatchAgency","em:AlarmEventDispatchAgency","0","unbounded","",11
"em","AlarmLocationAugmentationType","em:AlarmLocationAugmentationType","em","AlarmLocationDescriptionText","em:AlarmLocationDescriptionText","0","unbounded","",39
