"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition","SequenceNumber"
"cbrn","CaseSetType","cbrn:CaseSetType","cbrn","CaseSetQuantity","cbrn:CaseSetQuantity","0","unbounded","",101
"cbrn","CaseSetType","cbrn:CaseSetType","cbrn","RelatedCase","cbrn:RelatedCase","0","unbounded","",102
"cbrn","CaseStatusType","cbrn:CaseStatusType","cbrn","CaseStatusCode","cbrn:CaseStatusCode","0","unbounded","",103
"cbrn","CaseStatusType","cbrn:CaseStatusType","cbrn","CaseStatusDateTime","cbrn:CaseStatusDateTime","0","unbounded","",104
"cbrn","CaseStatusType","cbrn:CaseStatusType","cbrn","CaseStatusIssuerCode","cbrn:CaseStatusIssuerCode","0","unbounded","",105
"j","CaseType","j:CaseType","j","CaseAugmentation","j:CaseAugmentation","0","unbounded","",10
"nc","CaseType","nc:CaseType","nc","CaseTitleText","nc:CaseTitleText","0","unbounded",,10
"nc","CaseType","nc:CaseType","nc","CaseCategoryText","nc:CaseCategoryText","0","unbounded",,15
"nc","CaseType","nc:CaseType","nc","CaseGeneralCategoryText","nc:CaseGeneralCategoryText","0","unbounded",,18
"nc","CaseType","nc:CaseType","nc","CaseYearDate","nc:CaseYearDate","0","unbounded",,20
"nc","CaseType","nc:CaseType","nc","CaseTrackingID","nc:CaseTrackingID","0","unbounded",,30
"nc","CaseType","nc:CaseType","nc","CaseSubCategoryText","nc:CaseSubCategoryText","0","unbounded",,35
"nc","CaseType","nc:CaseType","nc","CaseDocketID","nc:CaseDocketID","0","unbounded",,40
"nc","CaseType","nc:CaseType","nc","CaseResolutionText","nc:CaseResolutionText","0","unbounded",,90
"nc","CaseType","nc:CaseType","nc","CaseFiling","nc:CaseFiling","0","unbounded",,130
"fs","CaseworkerType","fs:CaseworkerType","nc","RoleOfPerson","nc:RoleOfPerson","0","unbounded","",1
"fs","CaseworkerType","fs:CaseworkerType","fs","CaseworkerCategory","fs:CaseworkerCategory","0","unbounded","",2
"ansi-nist","CBEFFImageType","ansi-nist:CBEFFImageType","ansi-nist","CBEFFFormatOwnerIdentification","ansi-nist:CBEFFFormatOwnerIdentification","0","unbounded","",10
"ansi-nist","CBEFFImageType","ansi-nist:CBEFFImageType","ansi-nist","CBEFFFormatCategoryIdentification","ansi-nist:CBEFFFormatCategoryIdentification","0","unbounded","",20
"ansi-nist","CBEFFImageType","ansi-nist:CBEFFImageType","ansi-nist","CBEFFVersionIdentification","ansi-nist:CBEFFVersionIdentification","0","unbounded","",30
"ansi-nist","CBEFFImageType","ansi-nist:CBEFFImageType","ansi-nist","CBEFFCategoryCode","ansi-nist:CBEFFCategoryCode","0","unbounded","",40
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","RemarkText","cbrn:RemarkText","0","unbounded","",57
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseUUID","cbrn:CaseUUID","0","unbounded","",58
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseKindCode","cbrn:CaseKindCode","0","unbounded","",59
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CasePriorityCode","cbrn:CasePriorityCode","0","unbounded","",60
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseThreatLevelCode","cbrn:CaseThreatLevelCode","0","unbounded","",61
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseStatus","cbrn:CaseStatus","0","unbounded","",62
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseStartDateTime","cbrn:CaseStartDateTime","0","unbounded","",63
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseWindowStartDateTime","cbrn:CaseWindowStartDateTime","0","unbounded","",64
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseWindowEndDateTime","cbrn:CaseWindowEndDateTime","0","unbounded","",65
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseEventDateTime","cbrn:CaseEventDateTime","0","unbounded","",66
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","DetectionEventUUID","cbrn:DetectionEventUUID","0","unbounded","",67
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseClosedIndicator","cbrn:CaseClosedIndicator","0","unbounded","",68
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseLocationDescription","cbrn:CaseLocationDescription","0","unbounded","",69
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","FileSetQuantity","cbrn:FileSetQuantity","0","unbounded","",70
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseSetQuantity","cbrn:CaseSetQuantity","0","unbounded","",71
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseMetadata","cbrn:CaseMetadata","0","unbounded","",72
"cbrn","CBRNECaseType","cbrn:CBRNECaseType","cbrn","CaseRequestCode","cbrn:CaseRequestCode","0","unbounded","",73
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","radEncounterDeviceModeCode","cbrn:radEncounterDeviceModeCode","0","1","",289
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","radEncounterDeviceOperatingCode","cbrn:radEncounterDeviceOperatingCode","0","1","",290
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","RemarkText","cbrn:RemarkText","0","unbounded","",291
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","EncounterDeviceCategoryCode","cbrn:EncounterDeviceCategoryCode","0","unbounded","",292
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","EncounterDeviceCategoryLevelCode","cbrn:EncounterDeviceCategoryLevelCode","0","unbounded","",293
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","nc","ItemMakeName","nc:ItemMakeName","0","unbounded","",294
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","nc","ItemModelName","nc:ItemModelName","0","unbounded","",295
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","EncounterDeviceIdentification","cbrn:EncounterDeviceIdentification","0","unbounded","",296
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","EncounterDeviceVersion","cbrn:EncounterDeviceVersion","0","unbounded","",300
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","EncounterDeviceStatus","cbrn:EncounterDeviceStatus","0","unbounded","",301
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","EncounterDeviceConfiguration","cbrn:EncounterDeviceConfiguration","0","unbounded","",302
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","EncounterDeviceProbe","cbrn:EncounterDeviceProbe","0","unbounded","",303
"cbrn","CBRNEncounterDeviceType","cbrn:CBRNEncounterDeviceType","cbrn","EncounterDeviceQualityControl","cbrn:EncounterDeviceQualityControl","0","unbounded","",304
"m","CertificateType","m:CertificateType","m","CertificateEndorsementText","m:CertificateEndorsementText","0","unbounded","",1
"m","CertificateType","m:CertificateType","m","CertificateIssueDate","m:CertificateIssueDate","0","unbounded","",2
"m","CertificateType","m:CertificateType","m","CertificateIssuingAgency","m:CertificateIssuingAgency","0","unbounded","",3
"m","CertificateType","m:CertificateType","m","CertificateJurisdiction","m:CertificateJurisdiction","0","unbounded","",4
"m","CertificateType","m:CertificateType","m","CertificateRestrictionText","m:CertificateRestrictionText","0","unbounded","",5
"im","ChainOfCustodyType","im:ChainOfCustodyType","im","ChainOfCustodyDescriptionText","im:ChainOfCustodyDescriptionText","0","unbounded",,10
"im","ChainOfCustodyType","im:ChainOfCustodyType","im","ChainOfCustodyItemReceivedDate","im:ChainOfCustodyItemReceivedDate","0","unbounded",,20
"im","ChainOfCustodyType","im:ChainOfCustodyType","im","ChainOfCustodySequenceID","im:ChainOfCustodySequenceID","0","unbounded",,40
"fs","ChargeAugmentationType","fs:ChargeAugmentationType","fs","AllegationReportedDate","fs:AllegationReportedDate","0","unbounded","",1
"fs","ChargeAugmentationType","fs:ChargeAugmentationType","fs","LocalAllegationDescriptionText","fs:LocalAllegationDescriptionText","0","unbounded","",2
"fs","ChargeAugmentationType","fs:ChargeAugmentationType","fs","AllegationCategory","fs:AllegationCategory","0","unbounded","",3
"scr","ChargeAugmentationType","scr:ChargeAugmentationType","scr","ApprehensionChargeIdentification","scr:ApprehensionChargeIdentification","0","unbounded","",420
"scr","ChargeAugmentationType","scr:ChargeAugmentationType","scr","ChargeCategoryClassificationCode","scr:ChargeCategoryClassificationCode","0","unbounded","",430
"scr","ChargeAugmentationType","scr:ChargeAugmentationType","scr","ForeignAuthorityNotifiedIndicator","scr:ForeignAuthorityNotifiedIndicator","0","unbounded",,990
"scr","ChargeAugmentationType","scr:ChargeAugmentationType","scr","ChargeSectionText","scr:ChargeSectionText","0","unbounded",,1000
"j","ChargeConvictionAssociationType","j:ChargeConvictionAssociationType","j","Charge","j:Charge","0","unbounded","",720
"j","ChargeConvictionAssociationType","j:ChargeConvictionAssociationType","j","Conviction","j:Conviction","0","unbounded","",730
"j","ChargeConvictionAssociationType","j:ChargeConvictionAssociationType","j","Subject","j:Subject","0","unbounded","",740
"j","ChargeDispositionType","j:ChargeDispositionType","j","ChargeDispositionCondition","j:ChargeDispositionCondition","0","unbounded",,10
"j","ChargeDispositionType","j:ChargeDispositionType","j","ChargeDispositionOtherText","j:ChargeDispositionOtherText","0","unbounded",,20
"j","ChargeDispositionType","j:ChargeDispositionType","j","ChargeDispositionSanction","j:ChargeDispositionSanction","0","unbounded",,30
"j","ChargeEnhancingFactorType","j:ChargeEnhancingFactorType","j","ChargeEnhancingFactorText","j:ChargeEnhancingFactorText","0","unbounded",,10
"j","ChargeEnhancingFactorType","j:ChargeEnhancingFactorType","j","ChargeEnhancingFactorDescriptionText","j:ChargeEnhancingFactorDescriptionText","0","unbounded",,20
"j","ChargeEnhancingFactorType","j:ChargeEnhancingFactorType","j","ChargeEnhancingFactorReferenceDate","j:ChargeEnhancingFactorReferenceDate","0","unbounded",,30
"j","ChargeEnhancingFactorType","j:ChargeEnhancingFactorType","j","ChargeEnhancingFactorStatusText","j:ChargeEnhancingFactorStatusText","0","unbounded",,40
"scr","ChargeType","scr:ChargeType","scr","ChargeAugmentation","scr:ChargeAugmentation","0","unbounded","",10
"j","ChargeType","j:ChargeType","j","ChargeAccidentRelatedIndicator","j:ChargeAccidentRelatedIndicator","0","unbounded",,10
"fs","ChargeType","fs:ChargeType","fs","ChargeAugmentation","fs:ChargeAugmentation","0","unbounded","",10
"j","ChargeType","j:ChargeType","j","ChargeApplicabilityText","j:ChargeApplicabilityText","0","unbounded",,20
"j","ChargeType","j:ChargeType","j","ChargeArrestReasonIndicator","j:ChargeArrestReasonIndicator","0","unbounded",,30
"j","ChargeType","j:ChargeType","j","ChargeCategoryDescriptionText","j:ChargeCategoryDescriptionText","0","unbounded",,40
"j","ChargeType","j:ChargeType","j","ChargeCountQuantity","j:ChargeCountQuantity","0","unbounded",,50
"j","ChargeType","j:ChargeType","j","ChargeDegreeText","j:ChargeDegreeText","0","unbounded",,60
"j","ChargeType","j:ChargeType","j","ChargeDescriptionText","j:ChargeDescriptionText","0","unbounded",,70
"j","ChargeType","j:ChargeType","j","ChargeDisposition","j:ChargeDisposition","0","unbounded",,80
"j","ChargeType","j:ChargeType","j","ChargeEmploymentRelatedIndicator","j:ChargeEmploymentRelatedIndicator","0","unbounded",,90
"j","ChargeType","j:ChargeType","j","ChargeFilerEntity","j:ChargeFilerEntity","0","unbounded",,92
"j","ChargeType","j:ChargeType","j","ChargeEnhancingAllegationCharge","j:ChargeEnhancingAllegationCharge","0","unbounded",,100
"j","ChargeType","j:ChargeType","j","ChargeEnhancingFactor","j:ChargeEnhancingFactor","0","unbounded",,110
"j","ChargeType","j:ChargeType","j","ChargeEnhancingPriorConviction","j:ChargeEnhancingPriorConviction","0","unbounded",,120
"j","ChargeType","j:ChargeType","j","ChargeOriginatorEntity","j:ChargeOriginatorEntity","0","unbounded",,122
"j","ChargeType","j:ChargeType","j","ChargeFelonyIndicator","j:ChargeFelonyIndicator","0","unbounded",,130
"j","ChargeType","j:ChargeType","j","ChargeFilingDate","j:ChargeFilingDate","0","unbounded",,150
"j","ChargeType","j:ChargeType","j","ChargeHighestIndicator","j:ChargeHighestIndicator","0","unbounded",,160
"j","ChargeType","j:ChargeType","j","ChargeIdentification","j:ChargeIdentification","0","unbounded",,170
"j","ChargeType","j:ChargeType","j","ChargeInstrument","j:ChargeInstrument","0","unbounded",,180
"j","ChargeType","j:ChargeType","j","ChargeLegalDescriptionText","j:ChargeLegalDescriptionText","0","unbounded","",190
"j","ChargeType","j:ChargeType","j","ChargeMACRDispositionText","j:ChargeMACRDispositionText","0","unbounded",,200
"j","ChargeType","j:ChargeType","j","ChargeModifierEntity","j:ChargeModifierEntity","0","unbounded",,202
"j","ChargeType","j:ChargeType","j","ChargeMACRIndicationLevelText","j:ChargeMACRIndicationLevelText","0","unbounded",,210
"j","ChargeType","j:ChargeType","j","ChargeMACRJuvenileLevelText","j:ChargeMACRJuvenileLevelText","0","unbounded",,220
"j","ChargeType","j:ChargeType","j","ChargeMACRStatusText","j:ChargeMACRStatusText","0","unbounded",,230
"j","ChargeType","j:ChargeType","j","ChargeModificationInstrument","j:ChargeModificationInstrument","0","unbounded",,240
"j","ChargeType","j:ChargeType","j","ChargeNarrative","j:ChargeNarrative","0","unbounded",,260
"j","ChargeType","j:ChargeType","j","ChargeNCICCode","j:ChargeNCICCode","0","unbounded",,270
"j","ChargeType","j:ChargeType","j","ChargePlea","j:ChargePlea","0","unbounded",,290
"j","ChargeType","j:ChargeType","j","ChargeQualifierText","j:ChargeQualifierText","0","unbounded",,300
"j","ChargeType","j:ChargeType","j","ChargeRecommendedBailAmount","j:ChargeRecommendedBailAmount","0","unbounded",,310
"j","ChargeType","j:ChargeType","j","ChargeReducingFactorText","j:ChargeReducingFactorText","0","unbounded",,320
"j","ChargeType","j:ChargeType","j","ChargeSanction","j:ChargeSanction","0","unbounded",,330
"j","ChargeType","j:ChargeType","j","ChargeSentence","j:ChargeSentence","0","unbounded",,340
"j","ChargeType","j:ChargeType","j","ChargeSentenceRangeText","j:ChargeSentenceRangeText","0","unbounded",,350
"j","ChargeType","j:ChargeType","j","ChargeSequenceID","j:ChargeSequenceID","0","unbounded",,360
"j","ChargeType","j:ChargeType","j","ChargeSeriousViolentIndicator","j:ChargeSeriousViolentIndicator","0","unbounded",,370
"j","ChargeType","j:ChargeType","j","ChargeSeverityLevel","j:ChargeSeverityLevel","0","unbounded","",375
"j","ChargeType","j:ChargeType","j","ChargeSeverityText","j:ChargeSeverityText","0","unbounded",,380
"j","ChargeType","j:ChargeType","j","ChargeSpecialAllegationText","j:ChargeSpecialAllegationText","0","unbounded",,390
"j","ChargeType","j:ChargeType","j","ChargeStatus","j:ChargeStatus","0","unbounded",,400
"j","ChargeType","j:ChargeType","j","ChargeStatute","j:ChargeStatute","0","unbounded",,410
"j","ChargeType","j:ChargeType","j","ChargeSubject","j:ChargeSubject","0","unbounded",,420
"j","ChargeType","j:ChargeType","j","ChargeText","j:ChargeText","0","unbounded",,430
"j","ChargeType","j:ChargeType","j","ChargeTrackingIdentification","j:ChargeTrackingIdentification","0","unbounded",,440
"j","ChargeType","j:ChargeType","j","ChargeUCRCode","j:ChargeUCRCode","0","unbounded",,450
"j","ChargeType","j:ChargeType","j","ChargeUCRCrimeCategoryText","j:ChargeUCRCrimeCategoryText","0","unbounded",,460
"j","ChargeType","j:ChargeType","j","ChargeVerdict","j:ChargeVerdict","0","unbounded",,470
"j","ChargeType","j:ChargeType","j","ChargeVictim","j:ChargeVictim","0","unbounded",,480
"fs","ChildSupportEnforcementCaseAugmentationType","fs:ChildSupportEnforcementCaseAugmentationType","fs","ChildSupportEnforcementCaseTransferCode","fs:ChildSupportEnforcementCaseTransferCode","0","unbounded","",1
"fs","ChildSupportEnforcementCaseAugmentationType","fs:ChildSupportEnforcementCaseAugmentationType","fs","ChildSupportEnforcementIV-DCaseCategoryIndicator","fs:ChildSupportEnforcementIV-DCaseCategoryIndicator","0","unbounded","",2
"fs","ChildSupportEnforcementCaseAugmentationType","fs:ChildSupportEnforcementCaseAugmentationType","fs","SupportingGroundsDescriptionText","fs:SupportingGroundsDescriptionText","0","unbounded","",3
"fs","ChildSupportEnforcementCaseAugmentationType","fs:ChildSupportEnforcementCaseAugmentationType","fs","EnglishInterpreterRequiredIndicator","fs:EnglishInterpreterRequiredIndicator","0","unbounded","",4
"fs","ChildSupportEnforcementCaseDispositionDecisionAugmentationType","fs:ChildSupportEnforcementCaseDispositionDecisionAugmentationType","fs","ChildSupportEnforcementCaseDispositionDecisionCode","fs:ChildSupportEnforcementCaseDispositionDecisionCode","0","unbounded","",1
"fs","ChildSupportEnforcementCaseDispositionDecisionAugmentationType","fs:ChildSupportEnforcementCaseDispositionDecisionAugmentationType","fs","ChildSupportEnforcementCaseDispositionDecisionFindingsText","fs:ChildSupportEnforcementCaseDispositionDecisionFindingsText","0","unbounded","",2
"fs","ChildSupportEnforcementCaseDispositionDecisionType","fs:ChildSupportEnforcementCaseDispositionDecisionType","fs","ChildSupportEnforcementCaseDispositionDecisionAugmentation","fs:ChildSupportEnforcementCaseDispositionDecisionAugmentation","0","unbounded","",10
"fs","ChildSupportEnforcementCaseOriginatorAssociationType","fs:ChildSupportEnforcementCaseOriginatorAssociationType","fs","ChildSupportEnforcementCaseOriginatorIdentification","fs:ChildSupportEnforcementCaseOriginatorIdentification","0","unbounded","",1
"fs","ChildSupportEnforcementCaseType","fs:ChildSupportEnforcementCaseType","fs","ChildSupportEnforcementCaseAugmentation","fs:ChildSupportEnforcementCaseAugmentation","0","unbounded","",10
"fs","ChildSupportEnforcementOrganizationAugmentationType","fs:ChildSupportEnforcementOrganizationAugmentationType","fs","ChildSupportEnforcementOrganizationIdentification","fs:ChildSupportEnforcementOrganizationIdentification","0","unbounded","",1
"fs","ChildSupportEnforcementOrganizationAugmentationType","fs:ChildSupportEnforcementOrganizationAugmentationType","fs","ChildSupportEnforcementIV-DCaseIdentification","fs:ChildSupportEnforcementIV-DCaseIdentification","0","unbounded","",2
"fs","ChildSupportEnforcementOrganizationType","fs:ChildSupportEnforcementOrganizationType","fs","ChildSupportEnforcementOrganizationAugmentation","fs:ChildSupportEnforcementOrganizationAugmentation","0","unbounded","",10
"fs","ChildSupportInsuranceBeneficiaryPersonAssociationType","fs:ChildSupportInsuranceBeneficiaryPersonAssociationType","j","CourtOrder","j:CourtOrder","0","unbounded","",1
"fs","ChildSupportInsuranceBeneficiaryPersonAssociationType","fs:ChildSupportInsuranceBeneficiaryPersonAssociationType","fs","Child","fs:Child","0","unbounded","",2
"fs","ChildSupportInsuranceCoverageOrderAugmentationType","fs:ChildSupportInsuranceCoverageOrderAugmentationType","fs","ChildSupportInsuranceCoverageOrderCategory","fs:ChildSupportInsuranceCoverageOrderCategory","0","unbounded","",1
"fs","ChildSupportInsuranceCoverageOrderType","fs:ChildSupportInsuranceCoverageOrderType","fs","ChildSupportInsuranceCoverageOrderAugmentation","fs:ChildSupportInsuranceCoverageOrderAugmentation","0","unbounded","",10
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","ChildSupportObligationOrderActionCode","fs:ChildSupportObligationOrderActionCode","0","unbounded","",1
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","IncomeAttachmentIndicator","fs:IncomeAttachmentIndicator","0","unbounded","",2
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","StateDisbursementIndicator","fs:StateDisbursementIndicator","0","unbounded","",3
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","ChildSupportTANFArrearsAmount","fs:ChildSupportTANFArrearsAmount","0","unbounded","",4
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","ChildSupportNonTANFArrearsAmount","fs:ChildSupportNonTANFArrearsAmount","0","unbounded","",5
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","ChildSupportAssignedArrearsAmount","fs:ChildSupportAssignedArrearsAmount","0","unbounded","",6
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","ChildSupportTotalArrearsAmount","fs:ChildSupportTotalArrearsAmount","0","unbounded","",7
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","ChildSupportArrearsPaymentAmount","fs:ChildSupportArrearsPaymentAmount","0","unbounded","",8
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","ChildSupportFeesAmount","fs:ChildSupportFeesAmount","0","unbounded","",9
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","ChildSupportUnreimbursedExpenseDescriptionText","fs:ChildSupportUnreimbursedExpenseDescriptionText","0","unbounded","",10
"fs","ChildSupportObligationAugmentationType","fs:ChildSupportObligationAugmentationType","fs","ChildSupportUnreimbursedExpensePercentage","fs:ChildSupportUnreimbursedExpensePercentage","0","unbounded","",11
"fs","ChildSupportObligationType","fs:ChildSupportObligationType","fs","ChildSupportObligationAugmentation","fs:ChildSupportObligationAugmentation","0","unbounded","",10
"fs","ChildType","fs:ChildType","nc","RoleOfPerson","nc:RoleOfPerson","0","unbounded","",1
"scr","ChildType","scr:ChildType","nc","RoleOfPerson","nc:RoleOfPerson","0","unbounded","",10
"fs","ChildType","fs:ChildType","fs","ChildRemovalDate","fs:ChildRemovalDate","0","unbounded","",20
"fs","ChildType","fs:ChildType","fs","CountyOfCustodyText","fs:CountyOfCustodyText","0","unbounded","",30
"scr","ChildType","scr:ChildType","scr","ChildNumeric","scr:ChildNumeric","0","unbounded",,1020
"scr","ChildType","scr:ChildType","scr","ChildCategoryCode","scr:ChildCategoryCode","0","unbounded",,1030
"scr","ChildType","scr:ChildType","scr","ChildCategoryDescriptionText","scr:ChildCategoryDescriptionText","0","unbounded",,1040
"fs","ChildVictimCaseAssociationType","fs:ChildVictimCaseAssociationType","nc","Person","nc:Person","0","unbounded","",1
"fs","ChildVictimCaseAssociationType","fs:ChildVictimCaseAssociationType","nc","Case","nc:Case","0","unbounded","",2
"fs","ChildVictimChargeAssociationType","fs:ChildVictimChargeAssociationType","nc","Person","nc:Person","0","unbounded","",1
"fs","ChildVictimChargeAssociationType","fs:ChildVictimChargeAssociationType","j","Charge","j:Charge","0","unbounded","",2
"fs","ChildVictimType","fs:ChildVictimType","fs","ChildRemovalDate","fs:ChildRemovalDate","0","unbounded","",1
"fs","ChildVictimType","fs:ChildVictimType","fs","RemovalIndicator","fs:RemovalIndicator","0","unbounded","",2
"fs","ChildVictimType","fs:ChildVictimType","fs","FatherUnknownText","fs:FatherUnknownText","0","unbounded","",3
"fs","ChildVictimType","fs:ChildVictimType","nc","RoleOfPerson","nc:RoleOfPerson","0","unbounded","",4
"fs","ChildVictimType","fs:ChildVictimType","fs","CustodyStatusText","fs:CustodyStatusText","0","unbounded","",5
"fs","ChildVictimType","fs:ChildVictimType","fs","PlacementChangeReasonText","fs:PlacementChangeReasonText","0","unbounded","",6
"fs","ChildVictimType","fs:ChildVictimType","fs","PlacementText","fs:PlacementText","0","unbounded","",7
"fs","ChildWelfareAttorneyAugmentationType","fs:ChildWelfareAttorneyAugmentationType","fs","ChildWelfareCounselForWhomText","fs:ChildWelfareCounselForWhomText","0","unbounded","",1
"fs","ChildWelfareAttorneyType","fs:ChildWelfareAttorneyType","fs","ChildWelfareAttorneyAugmentation","fs:ChildWelfareAttorneyAugmentation","0","unbounded","",10
"fs","ChildWelfareOrganizationAugmentationType","fs:ChildWelfareOrganizationAugmentationType","fs","ChildWelfareAgencyCaseIdentifier","fs:ChildWelfareAgencyCaseIdentifier","0","unbounded","",1
"fs","ChildWelfareOrganizationType","fs:ChildWelfareOrganizationType","fs","ChildWelfareOrganizationAugmentation","fs:ChildWelfareOrganizationAugmentation","0","unbounded","",10
"geo","CircleByCenterPointType","geo:CircleByCenterPointType","gml","CircleByCenterPoint","gml:CircleByCenterPoint","0","unbounded","",1
"geo","CircleType","geo:CircleType","gml","Circle","gml:Circle","0","unbounded","",1
"nc","CircularRegionType","nc:CircularRegionType","nc","CircularRegionCenterCoordinate","nc:CircularRegionCenterCoordinate","0","unbounded",,10
"nc","CircularRegionType","nc:CircularRegionType","nc","CircularRegionRadiusLengthMeasure","nc:CircularRegionRadiusLengthMeasure","0","unbounded",,20
"j","CitationType","j:CitationType","j","CitationAgency","j:CitationAgency","0","unbounded",,10
"j","CitationType","j:CitationType","j","CitationDismissalConditionIndicator","j:CitationDismissalConditionIndicator","0","unbounded",,20
"j","CitationType","j:CitationType","j","CitationDismissalConditionText","j:CitationDismissalConditionText","0","unbounded",,30
"j","CitationType","j:CitationType","j","CitationFineAmount","j:CitationFineAmount","0","unbounded",,40
"j","CitationType","j:CitationType","j","CitationIssuedLocation","j:CitationIssuedLocation","0","unbounded",,50
"j","CitationType","j:CitationType","j","CitationIssuingOfficial","j:CitationIssuingOfficial","0","unbounded",,60
"j","CitationType","j:CitationType","j","CitationSubject","j:CitationSubject","0","unbounded",,70
"j","CitationType","j:CitationType","j","CitationViolation","j:CitationViolation","0","unbounded",,80
"j","CitationType","j:CitationType","j","CDLHolderCode","j:CDLHolderCode","0","unbounded","",90
"im","CitizenPersonType","im:CitizenPersonType","nc","RoleOfPerson","nc:RoleOfPerson","0","unbounded","",9
"im","CitizenPersonType","im:CitizenPersonType","im","CountryCitizenIndicator","im:CountryCitizenIndicator","0","unbounded","",10
"im","CitizenPersonType","im:CitizenPersonType","im","CitizenshipNaturalizationText","im:CitizenshipNaturalizationText","0","unbounded","",11
"scr","CitizenshipType","scr:CitizenshipType","scr","CitizenshipCertificateNumeric","scr:CitizenshipCertificateNumeric","0","unbounded",,1050
"scr","CitizenshipType","scr:CitizenshipType","scr","CitizenshipBeginDate","scr:CitizenshipBeginDate","0","unbounded",,1060
"scr","CitizenshipType","scr:CitizenshipType","scr","CitizenshipEndDate","scr:CitizenshipEndDate","0","unbounded",,1070
"scr","CitizenshipType","scr:CitizenshipType","scr","NaturalizationCourtName","scr:NaturalizationCourtName","0","unbounded",,1080
"scr","CitizenshipType","scr:CitizenshipType","scr","NaturalizationCityName","scr:NaturalizationCityName","0","unbounded",,1090
"scr","CitizenshipType","scr:CitizenshipType","nc","LocationCountry","nc:LocationCountry","0","unbounded",,1100
"scr","CitizenshipType","scr:CitizenshipType","nc","LocaleSubdivisionName","nc:LocaleSubdivisionName","0","unbounded","",1110
"nc","ClothingType","nc:ClothingType","nc","ClothingCategoryText","nc:ClothingCategoryText","0","unbounded",,10
"nc","ClothingType","nc:ClothingType","nc","ClothingColorText","nc:ClothingColorText","0","unbounded",,20
"nc","ClothingType","nc:ClothingType","nc","ClothingDescriptionText","nc:ClothingDescriptionText","0","unbounded",,30
"nc","ClothingType","nc:ClothingType","nc","ClothingStyleText","nc:ClothingStyleText","0","unbounded",,40
"cbrn","CoefficientsType","cbrn:CoefficientsType","cbrn","subEquationNumeric","cbrn:subEquationNumeric","0","1","",106
"j","CommercialVehicleAugmentationType","j:CommercialVehicleAugmentationType","j","CommercialVehiclePRISMTargetDate","j:CommercialVehiclePRISMTargetDate","0","unbounded","",1
